age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,salary
54,4,9,4,1,4,4,0,0,0,40,
29,4,9,4,4,4,2,0,0,0,40,
40,4,10,0,6,1,0,0,0,0,84,
53,4,14,2,4,0,4,1,15024,0,65,
22,4,9,4,6,3,4,1,0,0,35,
33,4,9,2,7,0,4,1,0,0,40,
28,4,9,0,14,1,4,1,0,0,50,
63,4,10,2,10,5,4,0,0,0,12,
53,1,16,2,10,0,4,1,15024,0,60,
37,4,6,2,3,0,4,1,0,0,50,
50,1,10,0,4,4,4,1,0,0,40,
22,4,9,4,3,3,4,1,0,0,40,
40,1,12,4,1,1,4,0,0,0,40,
22,4,13,4,10,1,4,0,8614,0,40,
21,4,10,4,10,3,4,1,0,0,40,
25,4,12,2,6,0,2,1,0,0,40,
20,4,10,4,3,1,4,0,0,0,40,
43,1,9,2,14,0,4,1,0,0,40,
29,4,11,4,4,4,4,0,0,0,50,
32,4,13,2,12,0,4,1,0,0,40,
42,4,14,2,12,0,4,1,0,0,50,
33,4,9,2,7,0,1,1,0,0,40,
27,4,10,2,4,5,4,0,0,0,40,
22,0,10,4,0,3,4,0,0,0,40,
29,4,10,2,7,0,4,1,0,0,38,
29,4,9,2,14,0,4,1,0,0,40,
20,4,10,4,4,3,4,0,0,0,20,
35,4,6,4,1,3,4,1,0,0,40,
31,6,13,2,10,0,4,1,0,1902,50,
33,4,9,4,3,1,4,1,0,0,50,
67,4,10,2,4,0,4,1,0,1539,40,
46,4,10,2,10,0,4,1,0,0,10,
45,4,5,2,7,5,4,0,0,0,40,
17,2,7,4,12,3,4,1,0,0,20,
35,4,13,2,4,0,4,1,0,1848,70,
48,6,13,3,4,1,2,1,0,0,40,
49,4,9,0,7,1,2,0,0,0,40,
20,4,10,4,12,2,4,0,0,0,40,
27,4,9,2,7,0,4,1,5013,0,46,
64,4,10,2,3,0,4,1,0,0,20,
53,1,10,5,3,1,2,1,0,0,40,
52,4,9,0,1,1,4,0,0,0,40,
29,4,9,2,3,0,4,1,0,0,55,
32,5,9,2,3,0,4,1,99999,0,40,
48,6,13,2,10,5,4,0,0,0,20,
30,4,10,4,3,2,4,1,0,0,40,
34,4,9,2,8,0,4,1,0,0,20,
19,0,10,4,0,3,4,1,0,0,50,
39,4,9,4,10,1,4,1,0,0,50,
28,4,7,4,6,2,4,1,0,0,40,
17,4,8,4,12,1,4,0,0,0,10,
54,4,13,4,10,1,4,0,0,0,50,
24,4,10,4,12,3,4,1,0,1762,40,
25,4,9,4,4,3,4,0,0,0,40,
25,4,7,0,8,4,4,0,0,0,12,
48,2,10,2,4,5,4,0,5178,0,40,
24,4,13,4,12,3,4,0,0,0,40,
31,4,10,2,12,0,1,1,0,0,50,
47,4,10,2,3,0,4,1,0,0,40,
45,4,13,2,4,0,4,1,0,0,40,
19,4,10,4,1,3,4,0,0,0,25,
52,5,10,2,12,0,4,1,15024,0,50,
52,4,9,2,1,0,4,1,0,0,40,
19,0,9,4,0,2,1,0,0,0,12,
60,4,9,2,14,0,4,1,0,0,28,
43,4,14,2,10,0,4,1,0,0,50,
24,4,12,0,8,3,4,0,0,0,30,
20,0,10,4,0,3,4,0,0,0,40,
51,4,9,4,1,1,4,0,0,0,40,
38,6,5,0,3,1,4,1,0,0,40,
21,4,10,4,1,3,4,0,0,0,10,
40,5,9,2,1,0,4,1,0,0,50,
54,4,10,6,4,4,4,0,0,0,40,
35,4,13,4,8,2,4,1,0,0,50,
52,4,7,5,7,4,2,1,0,0,40,
53,4,9,2,4,0,4,1,99999,0,40,
56,0,10,6,0,1,2,0,0,0,40,
35,4,9,0,3,4,2,1,0,0,40,
43,6,10,0,12,4,4,0,0,880,42,
29,4,13,2,3,0,4,1,0,0,40,
29,4,9,2,14,0,0,1,0,0,65,
27,4,9,4,8,1,4,0,0,0,40,
58,4,13,2,1,0,4,1,0,0,40,
64,4,9,2,6,0,4,1,0,0,18,
53,4,9,2,1,5,2,0,0,0,32,
21,4,9,4,1,1,4,0,0,0,30,
40,6,12,0,4,1,4,1,0,0,30,
52,7,16,2,10,0,4,1,0,0,40,
38,4,11,4,13,1,4,1,0,0,50,
40,0,10,0,0,1,4,0,0,0,30,
39,4,9,2,4,0,4,1,0,0,40,
56,0,14,4,0,1,4,0,0,0,50,
68,4,16,2,10,0,4,1,0,0,55,
24,4,9,4,12,1,4,1,0,0,38,
40,5,15,2,10,0,4,1,0,0,50,
43,5,15,2,10,0,2,1,0,0,99,
38,4,13,4,4,1,4,0,0,0,70,
45,4,9,2,12,0,4,1,0,0,40,
18,4,7,4,7,3,4,1,0,0,55,
57,2,14,2,4,0,4,1,0,0,50,
49,4,9,5,8,1,2,0,0,0,35,
25,4,10,4,4,3,4,0,0,0,40,
52,1,10,0,1,1,4,1,0,0,40,
56,4,6,0,3,1,4,1,0,0,56,
26,5,10,4,12,1,4,1,0,0,48,
19,4,9,4,3,1,4,0,0,0,40,
25,5,13,4,1,3,1,0,0,0,40,
25,4,9,2,1,5,4,0,0,0,30,
21,4,9,4,12,2,4,1,0,0,45,
48,6,4,2,3,0,4,1,0,0,40,
33,7,14,2,10,0,4,1,0,0,60,
31,7,9,0,11,3,3,1,0,0,40,
26,6,9,0,5,4,4,1,0,0,65,
37,7,13,4,10,1,4,1,0,0,38,
29,0,10,0,0,4,4,0,0,0,30,
20,4,10,4,8,3,4,1,0,0,20,
28,4,10,2,12,0,3,1,0,0,60,
49,4,9,6,1,4,4,0,0,0,20,
73,0,6,4,0,1,4,1,0,0,4,
49,4,14,2,4,0,4,1,0,1977,40,
51,4,10,2,10,5,4,0,0,0,40,
40,4,10,2,12,0,4,1,0,0,40,
24,4,11,4,7,3,4,0,0,0,40,
18,4,8,4,12,3,4,1,0,0,24,
41,4,6,2,14,0,2,1,0,0,40,
46,4,9,2,1,0,4,1,0,1485,40,
46,4,9,2,1,5,4,0,0,0,40,
64,4,6,2,14,0,4,1,0,0,40,
50,6,15,2,10,0,4,1,0,0,40,
53,7,14,2,10,0,4,1,0,0,36,
21,4,9,4,3,1,4,1,0,0,40,
22,7,10,2,8,0,4,1,0,0,25,
37,4,13,0,4,4,4,0,7430,0,45,
39,1,15,4,10,1,4,1,0,0,55,
30,4,13,2,12,0,1,1,0,0,40,
25,4,13,4,10,1,4,1,0,1741,40,
26,4,10,4,4,4,2,0,0,0,40,
43,4,13,4,12,1,4,1,0,0,50,
59,4,9,6,1,4,4,0,0,0,60,
27,4,9,3,1,4,4,0,0,0,40,
55,4,6,2,3,0,2,1,0,0,40,
20,4,10,4,8,3,4,1,0,0,12,
25,4,11,4,10,1,4,0,0,0,36,
28,4,12,5,8,1,4,1,0,0,40,
29,4,13,4,12,1,4,1,0,0,50,
60,4,7,2,12,0,4,1,0,0,40,
37,2,13,2,10,5,4,0,15024,0,50,
25,4,7,0,12,3,4,0,0,0,40,
27,4,10,2,3,0,4,1,0,0,60,
50,7,13,2,4,0,4,1,0,0,40,
41,6,10,2,5,0,4,1,5013,0,70,
46,4,4,2,3,0,4,1,0,0,47,
35,4,11,0,8,4,2,0,0,0,40,
21,0,10,4,0,3,4,1,0,0,40,
35,0,7,5,0,1,4,0,6849,0,60,
40,4,9,4,6,1,2,1,0,0,40,
49,4,13,2,4,0,4,1,0,0,40,
29,4,13,4,10,1,4,0,0,0,50,
43,2,13,0,10,4,4,0,0,625,40,
39,4,12,4,14,1,2,1,0,0,60,
35,4,9,4,6,3,4,1,0,0,60,
52,4,10,2,7,0,4,1,0,0,40,
25,4,10,4,6,1,2,1,0,0,40,
20,5,9,4,7,3,4,0,0,0,30,
46,4,10,0,8,4,4,0,0,0,10,
24,4,13,4,4,1,4,1,0,0,40,
29,4,13,2,3,2,1,1,0,0,30,
21,4,10,4,8,3,4,1,0,0,40,
37,1,13,0,4,2,4,0,0,0,50,
43,1,9,4,1,3,4,1,0,0,40,
19,4,9,4,1,1,4,0,0,0,26,
47,4,9,2,12,0,4,1,0,0,45,
61,4,9,2,14,0,4,1,0,0,45,
21,0,12,4,0,1,4,1,0,0,55,
35,4,9,2,8,0,4,1,0,0,60,
60,4,6,2,6,0,2,1,0,0,40,
27,4,10,4,1,1,4,0,0,0,40,
57,2,13,2,10,0,1,1,0,0,35,
56,4,2,2,3,0,4,1,0,0,40,
27,4,9,4,4,1,4,0,0,0,40,
47,4,4,2,7,5,2,0,0,0,35,
19,4,9,4,8,1,4,1,0,0,30,
28,6,8,0,8,4,4,0,0,0,30,
43,4,6,2,1,0,4,1,0,0,40,
63,2,10,0,4,1,4,0,0,0,35,
22,0,10,4,0,3,4,1,0,0,40,
25,4,9,0,6,3,1,0,0,0,40,
35,6,9,4,7,3,4,1,8614,0,40,
20,4,9,4,6,3,4,0,0,0,40,
48,4,6,2,12,0,4,1,0,0,70,
30,2,13,4,10,1,2,0,0,0,40,
31,4,13,2,10,0,4,1,0,0,40,
20,4,9,4,12,3,1,0,0,0,24,
57,7,14,2,10,0,4,1,0,0,50,
41,4,11,2,1,5,4,0,7688,0,44,
33,4,9,0,1,2,4,0,0,0,40,
27,4,11,2,5,0,4,1,0,0,40,
34,4,9,2,5,0,4,1,0,0,60,
22,4,6,4,3,1,4,1,0,0,30,
50,4,12,2,4,5,2,0,0,0,40,
40,6,13,2,10,0,4,1,0,0,45,
37,4,9,2,3,0,4,1,0,0,51,
40,0,12,0,0,1,4,1,0,0,40,
53,4,14,2,4,0,4,1,15024,0,55,
38,6,10,2,7,0,4,1,7688,0,40,
25,7,9,4,10,1,4,1,0,0,40,
51,4,9,2,3,0,2,1,0,0,40,
22,0,8,4,0,3,2,1,0,0,40,
18,4,10,4,8,3,4,1,0,0,16,
41,4,7,2,6,0,4,1,7688,0,40,
33,4,9,4,1,4,4,0,0,0,40,
33,4,13,4,12,1,4,0,0,0,40,
67,7,10,2,14,0,4,1,0,0,40,
47,6,9,2,4,0,4,1,0,2415,50,
24,4,10,4,7,1,4,1,0,0,40,
32,2,4,2,8,0,4,1,0,0,40,
29,4,9,4,8,4,4,0,0,0,40,
25,4,11,4,12,1,4,1,0,0,45,
33,4,10,0,1,1,4,0,0,0,40,
55,4,13,2,3,0,4,1,0,0,40,
31,4,10,2,12,0,4,1,0,0,40,
32,2,14,2,10,0,4,1,0,0,50,
18,4,9,4,11,3,4,1,34095,0,3,
36,4,9,0,1,4,4,0,0,0,50,
58,4,9,6,1,1,4,0,0,0,27,
34,4,14,2,4,0,4,1,0,1902,50,
19,4,7,4,6,1,4,1,0,0,40,
21,4,9,4,1,4,2,0,0,0,40,
36,5,9,4,5,1,4,1,0,0,50,
37,4,13,2,10,5,2,0,15024,0,40,
43,4,9,2,7,5,2,0,0,0,21,
52,7,13,2,11,0,4,1,0,0,40,
48,4,11,0,8,1,4,0,0,0,40,
43,4,10,0,10,4,4,0,0,0,38,
22,4,9,4,8,3,4,1,0,0,40,
57,4,3,0,14,4,4,1,6497,0,40,
37,4,12,4,1,1,4,0,0,0,40,
39,4,10,0,12,4,1,0,0,0,38,
54,4,10,2,12,0,4,1,0,0,40,
27,4,12,4,8,1,4,1,0,0,40,
21,4,9,4,1,1,4,0,0,0,35,
65,4,10,5,1,1,4,0,0,0,38,
30,4,10,2,8,5,4,0,0,0,40,
22,4,5,4,7,1,4,0,0,0,40,
26,4,13,2,12,0,4,1,4064,0,50,
25,4,7,5,3,3,4,1,0,0,40,
35,0,11,2,0,5,4,0,0,0,40,
47,4,11,2,4,0,4,1,15024,0,50,
23,4,12,4,8,3,4,1,0,0,60,
42,4,9,2,12,0,2,1,0,0,40,
39,6,10,4,3,1,1,1,0,0,30,
55,4,16,2,4,0,4,1,0,0,60,
24,7,14,3,10,1,1,0,0,0,10,
46,5,13,2,7,0,4,1,7298,0,40,
53,4,9,2,3,0,4,1,0,0,40,
44,4,7,5,8,4,2,0,0,0,60,
40,4,9,5,14,4,2,0,0,0,40,
48,4,10,2,3,0,4,1,7688,0,40,
26,4,11,5,1,4,4,0,0,0,35,
22,4,9,4,12,3,4,0,0,0,40,
35,0,9,2,0,5,4,0,0,0,12,
20,0,10,4,0,4,4,0,0,0,20,
43,4,9,0,4,1,4,0,0,0,40,
37,2,9,2,8,5,4,0,0,0,25,
30,4,9,2,3,0,1,1,0,0,40,
41,4,9,2,12,0,0,1,0,0,50,
38,4,15,2,10,0,4,1,0,0,60,
77,0,5,2,0,0,2,1,0,0,40,
42,6,9,2,5,0,4,1,0,0,50,
20,4,9,4,14,3,2,1,0,0,40,
36,4,13,0,1,1,4,0,3674,0,40,
32,1,11,4,10,2,1,1,0,0,40,
27,4,13,2,4,0,4,1,0,0,40,
25,7,10,0,11,2,4,1,0,0,45,
40,4,14,4,4,1,4,1,0,0,40,
18,0,7,4,0,3,4,1,0,0,25,
49,4,13,2,4,0,4,1,0,0,45,
17,4,7,4,8,3,4,0,0,0,16,
29,4,9,4,12,4,4,0,0,0,40,
47,4,15,2,10,0,1,1,99999,0,55,
24,6,10,5,6,3,4,1,0,0,45,
58,0,4,2,0,0,4,1,0,0,24,
29,4,9,4,3,1,4,1,0,0,40,
45,4,10,2,1,5,4,0,0,0,24,
30,4,8,2,3,0,4,1,0,0,50,
19,4,10,4,1,3,4,1,0,0,20,
59,4,6,2,14,0,4,1,0,1485,40,
47,4,4,3,8,4,4,0,0,0,30,
41,4,10,2,13,0,2,1,3137,0,40,
28,4,12,4,10,3,4,1,0,0,40,
46,4,12,2,3,0,4,1,0,0,40,
40,6,10,2,3,0,4,1,0,0,60,
66,7,6,0,8,1,2,0,0,0,40,
30,2,13,4,10,1,2,1,14084,0,45,
44,6,10,4,3,3,4,1,0,0,12,
58,6,9,2,4,0,4,1,15024,0,60,
21,4,4,4,8,2,4,1,0,0,48,
59,4,5,6,8,4,2,0,0,0,40,
35,2,10,2,8,0,4,1,0,0,40,
45,4,5,2,1,0,2,1,5178,0,40,
30,4,9,2,14,0,4,1,0,0,40,
33,4,9,4,6,1,2,1,0,0,40,
26,4,10,4,12,1,4,0,0,0,15,
48,4,10,5,12,4,2,0,0,0,35,
31,4,9,4,12,3,1,0,0,0,40,
36,4,9,2,4,0,4,1,0,0,45,
48,4,9,0,10,4,4,0,0,0,38,
30,4,9,2,3,0,4,1,5013,0,40,
33,4,9,2,6,0,4,1,0,0,50,
19,0,5,4,0,1,4,0,0,0,25,
37,2,12,2,10,5,2,0,99999,0,40,
53,4,13,2,4,0,4,1,0,0,45,
18,4,10,4,8,3,4,0,0,0,40,
38,4,10,2,14,0,4,1,7298,0,50,
34,4,10,4,8,1,4,1,0,0,50,
45,4,13,2,12,0,4,1,0,0,52,
33,2,11,2,10,0,4,1,0,0,60,
35,4,11,2,3,5,4,0,0,0,44,
22,4,9,4,6,3,2,1,0,0,40,
35,4,9,0,8,4,4,0,0,0,30,
45,4,9,2,10,0,0,1,0,0,8,
17,4,7,4,5,3,4,1,0,0,45,
50,4,9,2,4,0,4,1,0,0,45,
38,2,13,2,10,0,4,1,0,0,50,
33,4,10,2,3,0,4,1,7298,0,50,
46,4,9,2,12,0,4,1,0,0,35,
25,4,13,4,12,1,4,0,6849,0,50,
64,4,9,2,3,0,4,1,0,0,40,
62,6,10,2,4,0,4,1,0,0,10,
32,4,9,2,13,0,4,1,0,0,60,
17,4,7,4,12,3,4,1,0,0,20,
61,4,9,2,3,0,4,1,0,0,55,
40,7,16,4,10,1,2,0,0,0,40,
21,4,9,4,4,2,4,0,0,0,40,
39,4,13,2,4,0,4,1,15024,0,50,
35,6,10,2,4,0,4,1,0,0,45,
29,4,11,2,10,0,4,1,0,0,40,
27,1,12,4,14,1,2,1,0,0,40,
20,4,12,4,1,1,4,0,0,0,40,
34,0,10,2,0,5,4,0,0,0,20,
51,2,14,4,10,3,4,1,0,0,40,
45,4,9,5,7,4,2,0,0,0,15,
20,0,10,4,0,3,4,0,0,0,40,
31,4,10,2,3,0,4,1,0,0,40,
29,4,9,4,13,3,2,1,0,0,40,
56,4,13,2,1,0,4,1,0,0,30,
55,6,10,0,13,1,4,0,0,0,12,
26,4,10,4,13,3,4,1,0,0,20,
46,4,10,2,3,0,4,1,15024,0,45,
32,2,9,2,8,0,4,1,0,0,40,
28,4,9,2,12,0,4,1,0,0,40,
27,4,4,4,8,2,4,1,0,0,35,
23,4,5,3,3,1,4,1,0,0,40,
59,4,6,2,3,0,4,1,0,0,40,
26,4,8,4,3,2,3,1,0,0,48,
36,4,6,4,6,1,4,1,0,0,40,
18,4,9,4,12,3,4,0,0,0,15,
33,4,5,0,6,1,4,1,0,0,70,
60,6,11,2,14,5,4,0,0,0,15,
40,4,9,0,7,4,4,0,0,0,48,
48,4,9,2,5,0,4,1,0,0,43,
27,6,6,2,3,0,4,1,0,0,48,
19,4,10,4,8,3,4,1,0,0,20,
38,4,13,2,10,0,4,1,0,0,50,
26,4,10,0,3,1,4,1,0,0,43,
45,1,11,2,11,0,4,1,3908,0,40,
20,4,10,4,1,3,4,0,0,0,20,
32,1,9,0,3,4,4,1,0,0,40,
22,4,10,4,6,3,4,0,0,0,13,
22,4,9,4,1,1,4,1,0,0,40,
38,7,9,4,8,4,2,0,114,0,38,
34,4,9,2,3,0,4,1,0,1848,50,
46,4,2,6,8,4,3,0,0,0,30,
39,4,13,0,4,1,4,0,0,0,25,
79,6,9,6,8,1,4,0,0,0,24,
60,0,13,2,0,0,4,1,0,0,8,
24,4,9,4,12,3,4,1,0,0,40,
31,4,10,2,3,0,4,1,2407,0,65,
37,6,13,2,12,0,1,1,3137,0,77,
23,4,9,4,3,2,4,1,0,0,40,
31,4,10,2,14,0,4,1,0,1579,45,
29,4,13,2,10,0,4,1,0,0,40,
22,7,13,4,10,3,4,0,0,0,43,
69,0,10,6,0,1,4,0,0,0,20,
55,2,9,0,8,4,4,0,0,0,38,
43,4,9,0,3,2,4,1,0,0,40,
23,4,4,4,5,4,3,1,0,0,36,
29,4,9,4,1,4,4,1,0,0,35,
22,4,11,4,8,2,4,0,0,0,40,
22,4,10,4,12,1,4,1,0,0,42,
25,4,9,2,4,0,4,1,7298,0,84,
29,4,10,4,7,3,4,1,0,0,45,
25,7,10,4,14,1,2,1,0,0,40,
33,1,9,4,4,1,4,0,0,0,40,
33,4,13,4,10,1,4,1,0,0,40,
31,4,16,4,10,1,4,0,0,0,28,
30,2,14,2,10,0,4,1,0,1887,45,
55,4,13,2,12,0,4,1,0,0,40,
36,4,8,4,4,1,4,1,4650,0,50,
47,0,9,6,0,4,4,0,0,0,40,
28,4,13,4,12,1,4,1,8614,0,40,
42,4,14,2,10,0,4,1,0,0,40,
51,4,12,0,4,4,4,1,0,0,55,
62,2,13,0,10,1,2,0,0,0,40,
65,5,10,2,12,0,4,1,0,0,35,
23,4,13,2,10,0,4,1,0,0,40,
60,0,9,2,0,0,4,1,0,0,32,
47,4,4,2,3,0,2,1,0,0,60,
50,5,9,0,4,4,4,0,0,0,40,
70,0,13,2,0,0,4,1,0,0,6,
32,6,13,2,3,0,4,1,0,0,40,
37,1,10,2,7,0,4,1,0,0,40,
31,4,9,4,3,4,4,1,14344,0,40,
76,4,6,6,12,4,2,0,0,0,12,
54,4,13,0,12,1,2,0,0,0,60,
32,1,13,2,10,0,4,1,0,0,40,
31,4,10,4,1,1,4,0,0,0,52,
31,1,13,0,11,1,4,1,0,0,50,
65,6,15,0,10,1,4,1,0,1668,40,
30,4,9,2,7,0,4,1,0,0,60,
63,0,9,2,0,0,4,1,0,0,40,
21,4,10,4,10,3,4,0,0,0,10,
40,1,14,2,13,0,1,1,0,1902,40,
26,7,10,4,3,1,4,0,0,0,40,
18,4,7,4,8,3,4,0,0,0,8,
34,2,9,2,8,0,4,1,0,0,50,
66,2,10,0,8,2,4,0,7896,0,40,
44,6,10,4,5,3,4,1,0,0,60,
30,4,12,4,13,1,4,0,0,0,40,
36,6,13,4,3,3,4,1,0,0,40,
31,4,10,2,10,0,4,1,0,0,50,
22,4,10,4,12,1,4,1,0,0,20,
28,0,4,0,0,3,4,1,0,0,84,
23,4,9,4,12,3,1,1,0,0,40,
49,4,14,2,4,0,4,1,15024,0,50,
39,6,13,5,3,3,4,1,0,0,35,
67,0,13,2,0,0,4,1,9386,0,60,
19,4,10,4,6,3,4,1,0,0,16,
30,4,12,2,4,0,4,1,0,1848,50,
25,4,10,4,3,2,1,0,0,0,40,
24,4,9,4,14,3,1,1,0,0,30,
46,4,9,2,7,0,4,1,0,0,40,
37,4,14,2,10,0,4,1,0,0,45,
41,1,9,2,8,0,4,1,0,0,40,
40,6,10,2,10,0,4,1,0,0,20,
44,4,9,0,1,4,4,0,0,0,40,
32,4,9,2,7,0,4,1,0,0,40,
58,4,9,2,6,0,2,1,0,0,20,
48,4,9,2,7,0,4,1,0,0,48,
34,4,13,2,4,0,4,1,0,0,40,
29,4,11,4,1,3,2,0,0,0,40,
46,5,13,2,12,0,4,1,0,0,50,
36,2,9,4,14,1,1,1,0,0,40,
59,2,13,4,1,1,4,1,0,0,38,
29,4,8,2,14,0,4,1,0,0,40,
50,0,14,4,0,1,4,1,0,0,40,
25,4,9,2,7,0,4,1,0,0,40,
27,4,12,4,8,1,1,0,0,0,35,
48,4,9,2,5,0,4,1,0,0,70,
51,1,16,4,10,1,4,0,0,1564,70,
36,4,9,0,14,1,4,1,8614,0,45,
42,2,7,0,12,4,4,1,7430,0,50,
49,7,13,2,1,0,4,1,0,0,40,
33,4,10,4,13,3,4,1,0,0,20,
40,4,13,0,12,1,4,1,0,1564,60,
26,4,13,4,10,1,4,0,0,0,40,
69,0,9,0,0,1,4,0,0,0,40,
59,4,9,2,7,0,4,1,0,0,30,
30,4,9,4,1,3,4,0,0,0,40,
31,2,12,2,1,5,4,0,0,0,35,
30,4,13,2,4,0,4,1,0,0,50,
27,4,13,4,4,1,4,0,0,0,40,
20,0,10,4,0,3,4,0,0,0,16,
56,4,12,0,1,4,4,0,4101,0,40,
24,4,9,2,7,0,4,1,0,0,40,
47,4,13,0,12,4,4,0,0,0,50,
51,4,13,4,10,1,2,1,0,0,35,
34,4,9,2,3,0,4,1,0,0,45,
47,4,9,0,8,4,2,1,0,0,9,
47,4,10,2,1,0,4,1,0,0,44,
20,4,10,4,1,4,1,0,0,0,40,
34,5,9,2,3,0,4,1,0,0,54,
31,4,7,0,8,1,4,0,0,0,40,
42,4,11,0,8,4,4,0,0,0,32,
52,4,3,3,3,2,4,1,0,0,40,
56,4,9,6,1,1,4,0,0,0,40,
53,4,9,2,3,0,4,1,0,0,40,
26,4,10,2,12,0,4,1,0,0,50,
81,4,10,0,1,1,4,0,0,0,20,
28,0,6,4,0,4,2,0,0,0,40,
57,1,10,0,10,1,4,1,0,0,48,
34,4,9,4,1,1,4,0,0,0,40,
31,0,6,2,0,0,4,1,0,0,40,
24,4,11,4,13,4,2,0,0,0,40,
20,4,9,4,8,4,4,1,0,2001,40,
68,1,10,0,1,2,2,0,2346,0,40,
60,4,9,5,12,1,4,0,0,0,32,
37,1,10,2,3,0,4,1,0,0,40,
25,4,4,4,6,4,4,1,0,0,40,
36,1,9,2,1,0,4,1,0,0,40,
45,4,12,2,3,0,4,1,0,0,40,
34,4,10,2,4,0,4,1,0,0,60,
31,4,13,5,4,1,4,0,0,0,70,
47,6,13,2,5,0,4,1,0,0,60,
60,6,9,2,3,0,4,1,0,0,42,
75,4,13,2,4,0,4,1,0,0,24,
43,2,10,2,11,0,4,1,0,0,40,
18,4,9,4,6,3,4,1,0,0,40,
25,4,13,4,13,1,1,0,0,1092,40,
20,4,9,4,1,3,4,0,0,0,40,
32,4,9,4,12,1,4,0,0,0,50,
57,5,13,2,4,0,4,1,0,0,20,
43,4,10,2,14,0,4,1,0,0,60,
18,6,9,4,5,2,4,1,0,0,40,
41,2,13,5,10,4,2,0,0,0,40,
48,4,9,4,7,2,4,1,0,0,40,
35,4,9,2,14,0,4,1,5178,0,90,
41,7,11,2,4,0,4,1,0,0,40,
23,4,9,4,3,3,2,0,0,1594,20,
32,7,13,2,11,0,4,1,0,1887,45,
33,4,9,4,3,3,4,1,0,0,40,
58,4,9,2,7,0,4,1,0,0,40,
22,4,10,4,12,2,4,1,0,0,65,
33,4,10,0,8,1,4,0,0,0,50,
42,6,15,2,10,0,4,1,0,0,38,
25,4,9,4,1,3,4,0,0,0,40,
39,4,9,2,10,0,4,1,0,0,50,
35,4,13,2,12,0,4,1,0,0,45,
50,4,10,2,1,5,4,0,0,1902,38,
49,2,14,2,4,0,4,1,0,0,50,
25,2,13,4,10,3,4,1,0,0,40,
47,1,10,0,1,4,2,0,0,0,40,
46,4,10,2,4,5,4,0,0,0,40,
42,7,12,0,10,1,2,1,0,0,40,
37,4,7,4,14,1,4,1,0,0,60,
29,4,6,2,3,0,4,1,5013,0,40,
26,4,10,4,12,1,4,1,0,0,45,
26,0,10,4,0,4,4,0,0,0,40,
45,5,13,2,4,0,4,1,0,0,40,
34,4,9,5,4,4,4,0,0,0,30,
33,1,12,4,1,4,2,0,0,0,40,
43,4,13,2,4,0,4,1,0,0,40,
28,4,9,2,3,0,4,1,0,0,45,
51,6,10,2,5,0,4,1,0,0,75,
21,4,10,4,8,1,4,0,0,0,35,
23,4,12,4,8,3,4,0,0,0,35,
30,4,9,4,13,1,4,0,0,0,40,
46,4,14,2,4,0,4,1,0,0,45,
38,5,9,4,5,1,4,1,0,0,50,
20,4,9,4,12,1,4,1,0,0,40,
36,4,13,2,10,0,4,1,0,1485,50,
37,6,15,2,10,0,4,1,99999,0,50,
44,2,14,4,10,1,4,1,0,1876,42,
33,4,9,2,3,0,4,1,0,0,40,
45,2,13,4,4,1,4,1,0,0,40,
47,4,10,2,3,0,4,1,0,0,40,
54,4,9,2,3,0,1,1,0,1902,40,
17,4,6,4,8,3,4,1,0,0,30,
43,4,9,2,4,5,4,0,0,0,36,
45,4,13,6,10,1,4,0,10520,0,50,
37,4,10,4,1,1,4,0,0,0,40,
44,2,11,2,3,0,4,1,0,0,40,
55,2,14,6,10,4,4,0,914,0,50,
41,4,9,2,7,0,4,1,0,0,48,
23,4,13,4,1,3,4,0,2174,0,40,
38,4,10,4,1,3,2,0,0,0,40,
23,4,13,4,6,2,4,0,0,0,40,
35,4,9,2,3,0,4,1,7298,0,40,
18,4,7,4,4,3,4,1,0,0,20,
47,4,11,2,8,0,4,1,0,0,40,
25,4,10,4,10,1,4,0,0,0,8,
41,6,9,2,4,0,4,1,0,0,50,
23,4,10,4,1,2,1,0,0,0,24,
41,4,9,2,1,5,4,0,0,0,40,
26,4,10,2,4,0,4,1,2407,0,50,
30,2,10,4,1,1,4,1,0,0,40,
42,4,10,2,12,0,4,1,0,0,40,
35,4,9,0,4,4,4,0,0,0,40,
28,0,13,4,0,1,4,1,0,0,18,
29,4,10,5,13,4,4,0,0,0,40,
21,4,10,3,1,3,4,0,0,0,15,
48,7,14,0,10,1,4,1,0,0,40,
44,6,9,0,14,4,4,1,0,0,60,
34,2,5,4,8,3,4,1,0,0,40,
19,4,9,4,8,3,4,0,0,0,25,
32,4,10,0,3,3,4,1,0,0,40,
31,7,12,5,8,4,2,0,0,0,40,
25,4,9,2,6,0,4,1,2407,0,40,
47,1,9,2,1,0,2,1,0,0,40,
46,1,7,6,1,1,4,0,0,0,40,
18,4,8,4,1,3,4,1,0,0,40,
31,4,10,2,1,5,4,0,0,1740,20,
28,7,9,2,1,3,4,0,0,0,40,
38,4,9,2,7,0,4,1,0,0,48,
33,5,9,2,3,0,4,1,0,0,40,
17,0,6,4,0,3,4,0,0,0,15,
41,4,11,2,4,0,4,1,0,0,40,
46,4,10,2,12,0,4,1,15024,0,40,
38,2,10,2,10,0,4,1,0,0,44,
24,4,13,4,12,1,4,1,0,0,60,
49,4,9,2,7,0,4,1,0,0,40,
60,1,10,0,10,1,0,0,0,0,40,
